NMU,ANO,REM,RAP,RAE,RCO,RCC,RME,RMI,RSE,RSI
Buriti de Goiás,2012,976,1304,1179,949,0,1100,678,1442,0
Buriti de Goiás,2013,977,1303,1079,829,0,874,806,1189,0
Buriti de Goiás,2014,1091,1390,1053,778,0,1002,781,1745,0
Buriti de Goiás,2015,1145,1422,1195,911,0,1058,896,2294,0
Buriti de Goiás,2016,1257,1730,1370,1160,0,1308,872,2190,0
Buriti de Goiás,2017,1071,1029,1260,1114,0,1278,1026,2023,0
Buriti de Goiás,2018,1127,1170,1318,1262,0,1367,986,2164,0
Buriti de Goiás,2019,1175,1283,1192,1126,0,1277,1069,1882,0
Buriti de Goiás,2020,1435,1757,1561,987,0,1289,951,1931,0
Buritinópolis,2010,764,753,816,519,774,0,0,1095,0
Buritinópolis,2011,780,787,791,586,698,0,0,1024,0
Buritinópolis,2012,899,873,1138,622,693,0,0,1732,0
Buritinópolis,2013,849,812,1228,696,868,0,1017,1710,0
Buritinópolis,2014,896,848,1285,830,1087,0,1086,1687,0
Buritinópolis,2015,977,941,1453,875,870,0,925,1526,0
Buritinópolis,2016,1294,1304,1482,882,1285,0,0,1524,0
Buritinópolis,2017,1804,1891,1862,896,1007,0,0,2823,0
Buritinópolis,2018,1135,1066,1953,1036,1383,0,0,2639,0
Buritinópolis,2019,1158,1132,1268,1060,1334,0,0,1967,0
Buritinópolis,2020,1226,1217,1232,1096,1402,0,0,1542,0
Cabeceiras,2010,876,741,834,731,528,1422,672,1045,1423
Cabeceiras,2011,979,837,866,810,714,1575,686,1225,1395
Cabeceiras,2012,1251,955,1264,871,677,1801,867,1488,5422
Cabeceiras,2013,1387,1156,1438,913,1184,1754,1009,1731,5287
Cabeceiras,2014,1479,1109,1549,1006,764,1620,1105,2149,0
Cabeceiras,2015,1596,1560,1639,1128,1161,2101,1070,1606,0
Cabeceiras,2016,1564,1400,1746,1098,1200,2428,1137,1354,0
Cabeceiras,2017,1736,1668,1772,1231,1156,3061,1225,1606,0
Cabeceiras,2018,1931,1942,1935,1359,1000,3296,1156,1481,0
Cabeceiras,2019,2253,2763,1966,1385,1028,2566,1074,1636,0
Cabeceiras,2020,2041,2219,2021,1367,898,2611,1219,1311,0
Cachoeira Alta,2010,1072,1217,1102,822,979,1090,715,1005,5695
Cachoeira Alta,2011,1288,1480,1191,890,778,1218,932,1461,5388
Cachoeira Alta,2012,1555,1680,1383,1032,1762,1277,1127,1906,6300
Cachoeira Alta,2013,1471,1334,1420,1308,872,1515,1425,1894,9246
Cachoeira Alta,2014,1656,1948,1505,1048,0,1624,1553,1983,8263
Cachoeira Alta,2015,1717,2094,1596,1217,0,1709,1640,1896,0
Cachoeira Alta,2016,1971,2223,1705,1387,0,1954,1870,2382,0
Cachoeira Alta,2017,2091,2454,1783,1367,1600,1529,1681,2632,0
Cachoeira Alta,2018,1987,2709,1928,1458,0,2025,1691,1975,20518
Cachoeira Alta,2019,2043,2845,2131,1501,1638,2172,1758,1728,25357
Cachoeira Alta,2020,2198,3320,2364,1475,3991,2297,1831,1697,19644
Cachoeira Dourada,2010,1446,1271,1106,724,0,1219,3009,1036,6566
Cachoeira Dourada,2011,1629,1400,994,785,545,0,3239,1126,7029
Cachoeira Dourada,2012,2046,1812,1043,903,1679,0,3507,1280,8574
Cachoeira Dourada,2013,2264,1999,1350,1029,1354,0,2929,1387,9748
Cachoeira Dourada,2014,2461,1996,1565,1157,1377,0,2747,1626,10164
Cachoeira Dourada,2015,2690,2358,1793,1223,1675,0,2917,1739,10742
Cachoeira Dourada,2016,3143,3071,1989,1375,1898,0,3287,1908,11242
Cachoeira Dourada,2017,3168,2406,2189,1384,1378,1492,3633,2010,10854
Cachoeira Dourada,2018,3081,2714,2095,1502,1602,1594,3141,1995,14231
Cachoeira Dourada,2019,2993,3768,2336,1479,1503,1774,2847,2020,8994
Cachoeira Dourada,2020,3040,3225,2438,1396,1706,1828,3063,2083,8450
Cachoeira de Goiás,2010,946,884,782,722,0,0,1052,654,0
Cachoeira de Goiás,2011,1162,0,1854,740,0,822,1121,716,0
Cachoeira de Goiás,2012,1199,981,1031,834,0,0,1376,888,0
Cachoeira de Goiás,2013,1357,1386,985,1422,0,0,1406,1401,0
Cachoeira de Goiás,2014,1331,1304,1071,1186,0,0,1459,930,0
Cachoeira de Goiás,2015,1369,1235,1130,988,0,0,1673,976,0
Cachoeira de Goiás,2016,1563,1777,1109,1179,0,0,1375,1256,0
Cachoeira de Goiás,2017,1704,1872,1349,1347,0,0,1426,2044,0
Cachoeira de Goiás,2018,1607,1731,1457,1379,0,0,1415,1059,0
Cachoeira de Goiás,2019,1764,2112,1427,1458,0,1354,865,1237,0
Cachoeira de Goiás,2020,1512,2441,1435,1902,0,0,725,1860,0
Caiapônia,2010,1068,1225,978,857,618,1530,1697,1089,2386
Caiapônia,2011,1208,1221,1070,929,669,2622,1131,1507,2175
Caiapônia,2012,1427,1358,1238,1163,1155,3670,1269,1785,2800
Caiapônia,2013,1634,2144,1475,1211,1923,3037,1307,1682,1900
Caiapônia,2014,1726,2339,1540,1314,1245,3081,1604,1715,4124
Caiapônia,2015,1857,2523,1666,1396,1253,3216,1646,1906,4694
Caiapônia,2016,1977,2588,1819,1606,1105,3090,2053,2102,7255
Caiapônia,2017,2148,2547,2022,1814,1372,4839,1267,2122,1819
Caiapônia,2018,2234,3146,2116,1793,1285,1672,1392,1981,0
Caiapônia,2019,2368,3445,2202,1803,1141,3496,2024,2132,0
Caiapônia,2020,2651,5136,2297,2050,1225,3336,2272,2133,0
Caldas Novas,2010,968,1225,829,830,884,1103,787,939,2093
Caldas Novas,2011,1003,994,930,897,1038,1177,864,1035,6068
Caldas Novas,2012,1167,1417,1043,1018,1164,1540,944,1147,7364
Caldas Novas,2013,1332,1709,1083,1158,1283,1557,1074,1293,7291
Caldas Novas,2014,1441,1906,1358,1262,1403,1677,1146,1391,8394
Caldas Novas,2015,1567,2065,1572,1354,1506,1847,1271,1500,9183
Caldas Novas,2016,1717,2318,1769,1538,1479,2204,1483,1621,10882
Caldas Novas,2017,1861,2759,1647,1652,1731,2123,1638,1714,7856
Caldas Novas,2018,1901,2849,1730,1637,1764,1967,1684,1741,4999
Caldas Novas,2019,1996,3108,1737,1665,1745,2156,1665,1814,5087
Caldas Novas,2020,1819,3210,1763,1516,1627,2179,1616,1576,5836
Caldazinha,2010,877,977,740,639,747,0,688,985,0
Caldazinha,2011,979,1116,781,625,882,0,767,986,0
Caldazinha,2012,1091,1203,968,840,1122,0,830,1423,0
Caldazinha,2013,1259,1484,921,893,919,0,890,1514,0
Caldazinha,2014,1425,1749,959,950,1120,0,913,2129,0
Caldazinha,2015,1544,1828,1079,1051,1261,0,900,1313,0
Caldazinha,2016,1581,1964,1217,1122,1647,0,1058,1125,0
Caldazinha,2017,1595,2077,1235,1263,1389,0,1098,1138,0
Caldazinha,2018,1691,2217,1194,1218,0,0,1069,1660,0
Caldazinha,2019,1344,0,1274,1329,1253,0,1203,1850,0
Caldazinha,2020,2001,2639,1519,1278,0,0,1228,1463,0
Campestre de Goiás,2010,870,960,800,748,0,0,740,975,0
Campestre de Goiás,2011,960,1107,862,781,776,910,781,969,0
Campestre de Goiás,2012,1109,1401,953,839,935,0,845,1006,0
Campestre de Goiás,2013,1106,1250,967,905,1049,1050,985,1224,0
Campestre de Goiás,2014,1257,1543,1120,1025,979,1089,1006,1432,0
Campestre de Goiás,2015,1484,1711,1462,1111,1436,1283,1239,1170,0
Campestre de Goiás,2016,1606,2054,1431,1198,0,1475,1175,1522,0
Campestre de Goiás,2017,1669,1997,1495,1187,0,2144,1356,1411,0
Campestre de Goiás,2018,1775,2178,1505,1295,0,2314,1497,1283,0
Campestre de Goiás,2019,1705,2261,1589,1397,0,0,874,1270,0
Campestre de Goiás,2020,1917,2577,1706,1400,0,3608,1270,1166,0
Campinaçu,2010,860,872,744,698,0,0,0,1109,0
Campinaçu,2011,941,966,766,801,0,0,0,1110,0
Campinaçu,2012,1138,1203,879,829,0,0,0,1230,0
Campinaçu,2013,1246,1306,1079,811,0,0,0,1348,0
Campinaçu,2014,1389,1468,1124,952,0,0,0,1585,0
Campinaçu,2015,1489,1610,1158,1063,0,0,0,1020,0
Campinaçu,2016,1260,1816,1324,1013,0,0,0,1651,0
Campinaçu,2017,1382,2336,1459,970,0,0,0,1846,0
Campinaçu,2018,1695,1796,1438,1075,0,0,0,1894,0
Campinaçu,2019,1781,1903,1468,1130,0,3622,0,1794,0
Campinaçu,2020,2140,2326,1541,1177,0,3628,0,1854,0
Campinorte,2010,872,850,830,738,1473,0,863,1022,6169
Campinorte,2011,978,974,915,788,1832,1342,891,989,6762
Campinorte,2012,1097,1169,1101,860,2192,1874,1052,1121,9826
Campinorte,2013,1188,1348,1077,963,824,2413,1062,1328,3462
Campinorte,2014,1365,1494,1349,1060,1181,2902,1254,1649,3869
Campinorte,2015,1418,1637,1475,1120,1442,2524,1267,1571,5081
Campinorte,2016,1582,1850,1682,1227,1112,2709,1451,1751,7327
Campinorte,2017,1691,1959,1724,1333,1351,1945,1513,1920,0
Campinorte,2018,1709,2063,1634,1320,1317,2160,1425,1940,0
Campinorte,2019,1900,2465,1814,1404,1771,2266,1503,2174,0
Campinorte,2020,1915,2421,1918,1494,1543,2252,1412,2151,0
Campo Alegre de Goiás,2010,1042,1103,1047,888,765,0,812,1134,0
Campo Alegre de Goiás,2011,1185,1255,1179,962,817,0,816,1321,0
Campo Alegre de Goiás,2012,1478,1764,1395,1209,933,0,882,1521,0
Campo Alegre de Goiás,2013,1510,1540,1526,1327,1038,0,1059,1659,0
Campo Alegre de Goiás,2014,1638,1482,1724,1475,795,0,1164,1907,0
Campo Alegre de Goiás,2015,1773,1839,1798,1461,0,0,1257,1995,0
Campo Alegre de Goiás,2016,1867,1972,1876,1453,1734,0,1476,2288,0
Campo Alegre de Goiás,2017,2033,2330,1982,1589,0,0,1651,2040,0
Campo Alegre de Goiás,2018,2094,2268,2116,1687,1080,0,1255,2039,0
Campo Alegre de Goiás,2019,2189,2339,2253,1740,1589,0,1435,2279,1463
Campo Alegre de Goiás,2020,2310,2778,2267,1725,2301,0,1708,2426,1631
Campo Limpo de Goiás,2010,1282,1045,789,597,1290,846,722,4578,0
Campo Limpo de Goiás,2011,1413,1037,778,735,6397,1888,885,929,0
Campo Limpo de Goiás,2012,1421,1155,871,833,4420,1813,1021,988,0
Campo Limpo de Goiás,2013,1212,1323,1032,872,1086,2147,1129,1372,0
Campo Limpo de Goiás,2014,1824,1516,1098,1021,5774,2632,1160,1527,0
Campo Limpo de Goiás,2015,1761,1655,1155,1098,5275,2895,1257,1494,0
Campo Limpo de Goiás,2016,2583,1895,1226,1146,14924,2680,1481,1352,0
Campo Limpo de Goiás,2017,1905,1495,1349,1270,6822,2727,1514,1364,0
Campo Limpo de Goiás,2018,1652,2222,1308,1259,1738,2506,1466,1558,0
Campo Limpo de Goiás,2019,1679,2492,1388,1319,998,2249,1445,1561,0
Campo Limpo de Goiás,2020,1886,4103,1507,1318,1498,2614,1517,1416,0
Campos Belos,2010,916,1139,804,656,1060,517,601,1057,3221
Campos Belos,2011,997,1288,790,762,889,548,618,1104,3372
Campos Belos,2012,1184,1446,872,898,1146,1731,880,1333,5248
Campos Belos,2013,1286,1569,959,994,961,678,936,1412,5912
Campos Belos,2014,1358,1705,1058,1044,1106,816,1003,1454,5763
Campos Belos,2015,1511,1866,1164,1140,914,788,1063,1713,6400
Campos Belos,2016,1718,2177,1238,1240,1897,880,1187,1732,11139
Campos Belos,2017,1637,1982,1272,1270,2083,937,1243,1808,0
Campos Belos,2018,1732,2232,1379,1316,1689,965,1147,1876,0
Campos Belos,2019,1830,2307,1340,1336,1876,1026,1160,2057,0
Campos Belos,2020,1758,2166,1125,1345,2615,1045,1283,1962,5214
Campos Verdes,2010,900,900,821,632,0,1054,641,1829,0
Campos Verdes,2011,837,829,759,665,0,1067,713,1593,0
Campos Verdes,2012,845,804,940,725,0,948,735,1944,0
Campos Verdes,2013,805,740,1153,801,0,1045,759,1599,0
Campos Verdes,2014,940,891,1273,946,0,1103,782,1763,0
Campos Verdes,2015,1168,1203,1380,974,0,1089,850,1446,0
Campos Verdes,2016,1318,1319,1639,1052,0,1112,724,2407,0
Campos Verdes,2017,1216,1082,1762,1256,1124,1273,1004,2457,0
Campos Verdes,2018,1363,1246,1722,1108,0,1018,2072,2922,0
Campos Verdes,2019,1493,1442,1688,1262,0,1184,0,2695,0
Campos Verdes,2020,1017,1578,1664,1141,0,191,0,1735,0
Carmo do Rio Verde,2010,1022,1041,667,710,0,908,1082,1171,0
Carmo do Rio Verde,2011,1088,1052,709,745,961,0,1189,1284,0
Carmo do Rio Verde,2012,1240,1245,819,897,622,0,1305,1482,0
Carmo do Rio Verde,2013,1366,1437,898,1013,1763,0,1400,1495,0
Carmo do Rio Verde,2014,1387,1299,1015,1076,1420,0,1535,1523,0
Carmo do Rio Verde,2015,1642,1685,1030,1201,720,0,1753,1754,0
Carmo do Rio Verde,2016,1796,1756,1243,1316,1359,0,1964,1954,0
Carmo do Rio Verde,2017,1900,1839,1367,1408,534,0,2147,1788,0
Carmo do Rio Verde,2018,2023,1956,1314,1325,1085,0,2338,2146,0
Carmo do Rio Verde,2019,2175,2243,1406,1402,1302,0,2401,2373,0
Carmo do Rio Verde,2020,2342,2721,1492,1552,748,0,2486,1894,0
Castelândia,2010,936,862,624,1031,0,982,0,1918,0
Castelândia,2011,1060,1032,877,1023,0,961,0,1618,0
Castelândia,2012,1218,1205,1077,1180,1140,0,400,2132,0
Castelândia,2013,1359,1353,1385,1198,0,0,0,1552,0
Castelândia,2014,1455,1425,1345,1214,724,0,0,2025,0
Castelândia,2015,1633,1609,1515,1485,788,0,0,2193,0
Castelândia,2016,1768,1738,1549,1499,0,0,1200,2912,0
Castelândia,2017,1741,1684,1736,1566,0,0,0,3082,0
Castelândia,2018,1953,2041,1753,1586,0,0,0,2234,0
Castelândia,2019,1986,1877,1825,1774,0,0,0,3639,0
Castelândia,2020,2149,2243,1834,1299,0,0,0,2927,0
Catalão,2010,1308,1289,1120,931,1686,2432,1672,1033,5000
Catalão,2011,1453,1870,1192,1017,1687,3040,1845,1116,5414
Catalão,2012,1694,1954,1479,1216,1980,4021,2245,1269,7107
Catalão,2013,1944,2499,1654,1360,1876,3678,2619,1462,5869
Catalão,2014,2130,2967,1825,1464,1930,4260,2865,1584,1969
Catalão,2015,2110,2149,1975,1517,2066,4393,2777,1768,5177
Catalão,2016,2350,2779,2190,1671,2315,4106,3261,1816,4633
Catalão,2017,2405,2636,2274,1750,2238,3892,3434,1912,1691
Catalão,2018,2497,3209,2074,1792,2108,3835,3585,2002,1833
Catalão,2019,2471,3496,2242,1842,2249,4115,3171,1981,1760
Catalão,2020,2731,3788,2333,1940,2322,4606,3450,2541,1957
Caturaí,2010,907,973,757,822,510,0,974,1387,0
Caturaí,2011,1031,1117,816,1009,690,0,1142,1519,0
Caturaí,2012,1286,1406,862,1224,0,0,1506,1704,0
Caturaí,2013,1330,1505,1033,1127,1100,0,1314,1683,0
Caturaí,2014,1437,1665,1108,1109,1085,0,1221,1484,0
Caturaí,2015,1551,1798,1297,1251,982,0,1403,1586,0
Caturaí,2016,1667,2489,1327,1350,897,0,1236,1397,0
Caturaí,2017,1662,1936,1407,1457,937,0,1335,1630,0
Caturaí,2018,1859,2501,1401,1484,136,0,1172,1703,0
Caturaí,2019,1965,2467,1670,1455,1036,1532,1300,1469,0
Caturaí,2020,1922,2316,1746,1378,0,1343,1441,987,0
Cavalcante,2010,1054,885,606,692,0,1863,0,1312,3720
Cavalcante,2011,1089,984,717,728,0,1962,0,1468,4409
Cavalcante,2012,1282,1167,792,822,0,1266,0,1857,5482
Cavalcante,2013,1388,1291,1087,929,678,1551,0,1871,5604
Cavalcante,2014,1610,1524,827,991,0,1805,0,2073,6425
Cavalcante,2015,1604,1483,910,1110,0,1888,0,1894,6504
Cavalcante,2016,1942,1893,1067,1274,0,1850,0,1968,6783
Cavalcante,2017,1932,1901,1156,1367,0,1562,0,1847,7432
Cavalcante,2018,2037,2079,1148,1311,0,1478,0,1733,7706
Cavalcante,2019,2216,2279,1193,1383,0,680,1048,2002,8613
Cavalcante,2020,2282,2340,1149,1326,0,1623,437,1906,9836
Caçu,2010,1427,1436,1024,809,2780,0,1607,1115,4565
Caçu,2011,1616,1565,1071,894,1195,0,1900,1169,4962
Caçu,2012,1854,1710,1240,1023,1043,0,2176,1461,7925
Caçu,2013,2029,1051,1344,1087,1005,0,2378,1633,5632
Caçu,2014,2027,2107,1463,1116,1381,1200,2509,1697,4218
Caçu,2015,2165,2176,1625,1320,1404,0,2678,1481,4216
Caçu,2016,2284,2514,1771,1394,1002,0,2844,1623,7312
Caçu,2017,2314,2850,1792,1563,1389,0,2658,1455,5197
Caçu,2018,2362,3003,1787,1588,1504,0,2647,1695,6121
Caçu,2019,2461,3193,1921,1504,1289,0,2832,1746,7015
Caçu,2020,2565,3172,2014,1572,2740,0,3057,1763,7400
Ceres,2010,1107,1075,748,814,938,700,844,1430,2167
Ceres,2011,1208,1266,746,867,1141,800,891,1527,2355
Ceres,2012,1462,1533,813,998,1195,800,1045,1962,2473
Ceres,2013,1519,1511,885,1047,1240,0,1146,2002,2718
Ceres,2014,1855,1669,1011,1210,1344,0,1215,2563,2775
Ceres,2015,1953,1845,1040,1307,1900,0,1311,2628,2917
Ceres,2016,2132,1979,1174,1457,1555,1202,1489,2918,2902
Ceres,2017,2311,2359,1141,1490,1817,1041,1748,3217,3360
Ceres,2018,2364,2384,1131,1521,1986,954,1925,3154,3316
Ceres,2019,1936,2540,1295,1468,1966,945,1913,1979,3536
Ceres,2020,2382,6056,1313,1581,2048,0,2075,1909,3673
Cezarina,2010,1506,961,832,711,2045,0,1673,1234,4684
Cezarina,2011,1330,1083,923,735,2099,0,1731,1252,1364
Cezarina,2012,1656,1415,1057,839,2366,0,2212,1446,1621
Cezarina,2013,1363,1406,1230,1024,1665,2338,1149,1341,1580
Cezarina,2014,1715,1654,1352,1087,1804,2498,2401,1322,1565
Cezarina,2015,1682,1580,1493,1227,2094,0,2098,1208,1409
Cezarina,2016,1849,1856,1560,1209,2059,0,2411,1136,1947
Cezarina,2017,1987,1979,1714,1194,1988,0,2380,1561,2003
Cezarina,2018,1865,1707,1562,1302,2222,0,2338,1391,2021
Cezarina,2019,2012,2233,1680,1209,1961,0,2633,1356,1940
Cezarina,2020,1989,2006,1313,1413,4139,2225,2198,1400,1704
Chapadão do Céu,2010,1579,1777,1359,991,1694,0,1812,1271,0
Chapadão do Céu,2011,1820,1964,1535,1030,1237,0,2147,1352,0
Chapadão do Céu,2012,2104,2033,1738,1303,1603,0,2542,1716,0
Chapadão do Céu,2013,2425,2027,2090,1429,1757,0,3030,2023,0
Chapadão do Céu,2014,2545,2162,2188,1662,1853,0,3168,2079,0
Chapadão do Céu,2015,2667,2294,2361,1702,1936,0,3293,2321,0
Chapadão do Céu,2016,3013,2848,2734,1853,1639,0,3583,2471,0
Chapadão do Céu,2017,3164,2642,2937,2139,1949,0,3891,2427,3045
Chapadão do Céu,2018,3126,3494,3370,1903,2264,0,2523,2487,3101
Chapadão do Céu,2019,3238,3429,3170,2110,3060,0,3678,2579,3243
Chapadão do Céu,2020,3627,3768,3673,2217,2910,0,4163,2808,3396
Cidade Ocidental,2010,990,1209,868,763,958,0,857,872,1223
Cidade Ocidental,2011,1083,1335,951,826,998,0,1037,957,1813
Cidade Ocidental,2012,1393,1995,1094,943,969,0,1258,1160,1679
Cidade Ocidental,2013,1447,1971,1076,1005,1202,0,1491,1237,1335
Cidade Ocidental,2014,1547,2141,1317,1036,1163,1150,1439,1283,1513
Cidade Ocidental,2015,1685,2256,1304,1122,2180,1085,1394,1444,1899
Cidade Ocidental,2016,1721,2479,1406,1262,1192,0,1626,1467,2128
Cidade Ocidental,2017,1874,2728,1496,1353,1370,1100,1674,1500,1511
Cidade Ocidental,2018,1899,2672,1520,1370,1281,0,1654,1614,1641
Cidade Ocidental,2019,2150,2838,1334,1354,1437,0,1628,2138,1613
Cidade Ocidental,2020,1959,2710,1524,1319,1503,0,1742,1471,0
Cocalzinho de Goiás,2010,1018,1199,758,629,1544,1391,1461,880,2593
Cocalzinho de Goiás,2011,1216,1463,775,726,1645,1435,2257,920,2922
Cocalzinho de Goiás,2012,1439,1893,902,837,1140,1798,2237,1035,3194
Cocalzinho de Goiás,2013,1566,1957,1003,930,1334,1746,2714,1296,3440
Cocalzinho de Goiás,2014,1874,2498,1499,1011,1825,1849,3257,1422,3450
Cocalzinho de Goiás,2015,1673,1906,1200,1090,983,2434,2450,1637,4843
Cocalzinho de Goiás,2016,1869,2136,1316,1178,1009,2349,2979,1816,7660
Cocalzinho de Goiás,2017,1937,2231,1457,1249,1094,2594,3002,1858,1903
Cocalzinho de Goiás,2018,1841,2179,1410,1250,670,2592,2223,1708,0
Cocalzinho de Goiás,2019,2051,2502,1486,1287,1165,2609,2445,1791,0
Cocalzinho de Goiás,2020,2064,2570,1732,1297,1548,2526,2383,1571,0
Colinas do Sul,2010,901,881,599,576,0,0,0,962,3079
Colinas do Sul,2011,1007,904,640,624,0,0,0,931,4088
Colinas do Sul,2012,1049,945,750,784,0,0,0,1000,4390
Colinas do Sul,2013,1341,1224,890,866,0,0,0,1097,5624
Colinas do Sul,2014,1614,1504,986,894,0,0,0,1428,7060
Colinas do Sul,2015,1661,1571,1057,980,0,0,0,1442,6734
Colinas do Sul,2016,1824,1656,1045,1166,0,0,0,1677,9016
Colinas do Sul,2017,2303,2344,1165,1120,0,0,0,1714,9814
Colinas do Sul,2018,2212,2391,1217,1038,0,0,0,1635,8167
Colinas do Sul,2019,2559,2936,1210,1277,0,0,0,1411,8267
Colinas do Sul,2020,2839,3819,1248,1424,0,0,0,1115,8843
Corumbaíba,2010,1030,1049,867,686,653,0,1131,1140,4269
Corumbaíba,2011,1129,1150,961,747,744,845,1265,1149,4757
Corumbaíba,2012,1253,1253,1093,845,864,929,1369,1493,2939
Corumbaíba,2013,1422,1406,1158,970,977,768,1600,1619,3478
Corumbaíba,2014,1533,1432,1252,1026,1270,844,1719,2043,3475
Corumbaíba,2015,1700,1607,1434,1138,1234,908,1816,3009,0
Corumbaíba,2016,1949,1732,1648,1302,1430,765,2203,2657,0
Corumbaíba,2017,1987,1867,1865,1336,1547,761,2116,2646,0
Corumbaíba,2018,2002,1868,1723,1342,1606,1310,2168,2421,0
Corumbaíba,2019,2170,2199,1800,1304,1486,1099,2331,2661,0
Corumbaíba,2020,2230,2421,1824,1268,2237,0,2376,2167,0
Corumbá de Goiás,2010,800,837,720,752,510,692,831,844,1731
Corumbá de Goiás,2011,909,1017,802,764,0,679,850,905,1697
Corumbá de Goiás,2012,1037,1160,894,837,622,866,866,1166,1804
Corumbá de Goiás,2013,1183,1316,1012,929,678,1266,1307,1280,3179
Corumbá de Goiás,2014,1361,1557,1167,941,2172,1750,1268,1449,1178
Corumbá de Goiás,2015,1476,1686,1314,1039,1576,1941,1545,1624,1433
Corumbá de Goiás,2016,1662,2111,1488,1089,1189,1244,1542,1621,4462
Corumbá de Goiás,2017,1722,2097,1513,1188,1648,1539,1567,1672,0
Corumbá de Goiás,2018,1776,2251,1525,1246,1058,2068,1432,1926,0
Corumbá de Goiás,2019,1853,2504,1538,1245,1020,1105,1919,1929,0
Corumbá de Goiás,2020,1672,2631,1581,1250,504,1147,394,1884,0
Cristalina,2010,1027,1211,1034,872,1152,790,1016,945,3775
Cristalina,2011,1136,1410,1115,988,1062,1049,1065,1082,4465
Cristalina,2012,1349,1834,1359,1173,1042,1192,1117,1293,5667
Cristalina,2013,1507,1934,1548,1324,1147,1463,1206,1414,1200
Cristalina,2014,1648,2139,1713,1422,1306,1298,1369,1519,0
Cristalina,2015,1819,2401,1865,1568,1781,1678,1456,1640,2713
Cristalina,2016,1976,2788,1961,1765,2094,1663,1661,1706,4757
Cristalina,2017,2085,2752,2178,1927,1706,1716,1648,1680,1297
Cristalina,2018,2144,2704,2181,2045,1768,1351,1726,1748,11708
Cristalina,2019,2161,2770,2080,2022,1751,1460,2118,1901,8268
Cristalina,2020,2272,2801,2285,2081,1817,1446,2273,1887,7759
Cristianópolis,2010,853,932,738,754,843,0,624,749,4905
Cristianópolis,2011,914,1033,821,787,798,0,663,802,5170
Cristianópolis,2012,1146,1001,974,896,1825,0,759,989,6340
Cristianópolis,2013,1072,1144,1025,1007,827,0,1038,1028,7397
Cristianópolis,2014,1095,1268,853,1056,849,0,899,1163,0
Cristianópolis,2015,1373,1336,1193,1175,1815,0,1011,1665,0
Cristianópolis,2016,1601,1642,1347,1308,1640,0,1244,2013,0
Cristianópolis,2017,1709,1881,1480,1401,1749,0,1163,1919,0
Cristianópolis,2018,1616,1771,1575,1371,2029,0,1446,1486,0
Cristianópolis,2019,1802,2167,1556,1371,1874,0,1249,1573,0
Cristianópolis,2020,2059,2944,1610,1353,1794,1639,1260,1127,0
Crixás,2010,1611,1045,754,756,567,2413,756,1662,1482
Crixás,2011,1829,1134,839,825,627,2603,890,2121,1412
Crixás,2012,2443,1400,939,938,622,3544,1100,2707,4140
Crixás,2013,2493,1578,1054,949,2016,3743,1166,3083,5085
Crixás,2014,2247,1383,1133,1023,842,3465,1298,2783,7904
Crixás,2015,2115,990,1274,1081,394,3842,1259,2587,9067
Crixás,2016,2961,2172,1389,1230,1021,4554,1622,2992,17638
Crixás,2017,2976,2160,1511,1122,1679,4431,1757,3447,0
Crixás,2018,2946,2114,1547,1274,4099,4219,1492,1839,0
Crixás,2019,2836,2230,1604,1472,3403,4007,1702,1974,0
Crixás,2020,3241,2427,1666,1438,4118,4600,1780,1831,0
Cromínia,2010,809,930,753,699,679,0,730,745,4375
Cromínia,2011,893,949,890,747,0,0,815,986,0
Cromínia,2012,905,905,1042,838,684,0,708,1043,0
Cromínia,2013,984,986,1114,847,0,0,809,1160,0
Cromínia,2014,1108,1066,1218,1005,1000,0,1379,1330,0
Cromínia,2015,1203,1101,1384,1154,0,0,1815,1259,0
Cromínia,2016,1283,1241,1409,1226,0,0,915,1413,0
Cromínia,2017,1415,1373,1537,1313,0,0,937,1638,0
Cromínia,2018,1470,1466,1524,1353,0,0,0,1696,0
Cromínia,2019,1517,1569,1531,1360,998,0,1292,1728,0
Cromínia,2020,1553,1649,1604,1332,1045,0,1007,1978,0
Cumari,2010,877,958,791,599,0,1257,598,825,0
Cumari,2011,972,1039,916,790,0,1425,675,1059,0
Cumari,2012,1024,1042,1004,866,0,1461,951,990,0
Cumari,2013,1230,1330,1189,781,0,1393,1127,1156,0
Cumari,2014,1293,1399,1221,953,0,1710,793,1197,0
Cumari,2015,1397,1559,1317,1042,0,1794,100,1234,0
Cumari,2016,1511,1630,1502,1175,0,1763,0,1351,0
Cumari,2017,1659,1839,1564,1188,0,1888,0,1168,0
Cumari,2018,1699,1889,1591,1143,1358,1873,0,1430,0
Cumari,2019,1784,2030,1602,1270,0,1782,0,1621,0
Cumari,2020,1871,2249,1697,1297,0,1195,0,1313,0
Córrego do Ouro,2010,742,872,790,608,0,0,527,1203,0
Córrego do Ouro,2011,838,1016,862,706,0,0,571,1123,0
Córrego do Ouro,2012,930,1108,1044,825,0,0,661,1248,0
Córrego do Ouro,2013,1028,1246,1163,811,0,0,776,1327,0
Córrego do Ouro,2014,1145,1339,1254,854,0,0,822,1657,0
Córrego do Ouro,2015,1242,1488,1326,881,0,1241,866,1801,0
Córrego do Ouro,2016,1342,1559,1434,1041,0,1012,1005,1772,0
Córrego do Ouro,2017,1439,1812,1636,1130,0,1204,1044,1478,0
Córrego do Ouro,2018,1491,1870,1576,1170,0,1072,1068,1370,0
