NMU,ANO,REM,RAP,RAE,RCO,RCC,RME,RMI,RSE,RSI
Morrinhos,2013,1652,1398,1360,1211,980,826,1875,2291,7013
Morrinhos,2014,1778,1493,1384,1269,991,1800,1833,2903,6877
Morrinhos,2015,1944,1836,1502,1442,1297,1800,1881,3022,9356
Morrinhos,2016,2164,1832,1745,1611,1208,0,2306,3120,13680
Morrinhos,2017,2224,2011,1833,1697,1411,0,2227,3203,12230
Morrinhos,2018,2295,2427,1786,1749,1036,0,2215,3309,12359
Morrinhos,2019,2059,2400,1830,1733,1255,0,2157,2257,263
Morrinhos,2020,2243,3280,1992,1753,1743,0,2119,2077,7312
Morro Agudo de Goiás,2010,946,849,614,661,0,0,510,1275,0
Morro Agudo de Goiás,2011,871,920,639,697,0,0,546,718,0
Morro Agudo de Goiás,2012,873,894,717,899,0,0,622,795,0
Morro Agudo de Goiás,2013,1028,1077,772,853,0,0,678,981,0
Morro Agudo de Goiás,2014,1160,1239,1022,901,0,0,678,1051,0
Morro Agudo de Goiás,2015,1081,801,933,1282,0,0,788,1168,0
Morro Agudo de Goiás,2016,2179,2507,1193,1649,0,0,936,1788,0
Morro Agudo de Goiás,2017,1648,1785,1438,1225,0,0,927,1550,0
Morro Agudo de Goiás,2018,1414,1495,1362,1101,0,0,912,1278,0
Morro Agudo de Goiás,2019,558,1894,1358,1191,0,0,972,14,0
Morro Agudo de Goiás,2020,423,1685,1590,949,0,0,837,15,0
Mossâmedes,2010,755,926,727,575,728,832,514,985,0
Mossâmedes,2011,851,1078,824,652,0,961,540,1203,0
Mossâmedes,2012,931,1182,935,864,1243,1114,702,1089,0
Mossâmedes,2013,1076,1513,1061,826,0,1250,759,1019,0
Mossâmedes,2014,1124,1455,1161,938,0,1396,802,1126,0
Mossâmedes,2015,1194,1615,1239,894,1449,1564,799,1163,0
Mossâmedes,2016,1322,1926,1357,1040,1312,1965,889,1319,0
Mossâmedes,2017,1512,2240,1468,1155,0,2234,1033,1389,0
Mossâmedes,2018,1542,1915,1521,1343,1367,2495,969,1286,0
Mossâmedes,2019,1716,2244,1577,1297,0,2437,973,1726,0
Mossâmedes,2020,1601,1953,1544,1304,0,2465,1103,1285,0
Mozarlândia,2010,1020,1122,931,820,729,0,1017,1107,3423
Mozarlândia,2011,1143,1212,1105,931,272,0,1134,1533,3783
Mozarlândia,2012,1419,1476,1212,1073,962,0,1467,1575,2118
Mozarlândia,2013,1408,1745,1291,1153,1619,0,1328,1676,3672
Mozarlândia,2014,1519,1672,1371,1180,1518,0,1525,1952,1396
Mozarlândia,2015,1740,1757,1588,1323,1285,0,1833,2091,1396
Mozarlândia,2016,1960,2091,1745,1721,1289,0,1991,2216,1507
Mozarlândia,2017,1889,2210,1811,1780,1916,0,1797,2245,1640
Mozarlândia,2018,2059,2444,1859,1677,1466,0,2024,2320,1692
Mozarlândia,2019,2113,2613,1941,1587,1477,0,2068,2410,0
Mozarlândia,2020,2147,2575,2021,1767,1543,0,2099,2406,0
Mundo Novo,2010,918,858,1036,688,0,0,605,1120,0
Mundo Novo,2011,964,894,1132,769,644,0,800,865,0
Mundo Novo,2012,1091,997,1233,789,760,0,829,1302,0
Mundo Novo,2013,1064,739,1375,905,943,0,852,1903,643
Mundo Novo,2014,1318,1289,1483,897,991,0,859,1571,0
Mundo Novo,2015,1416,1357,1574,1016,994,0,854,1712,0
Mundo Novo,2016,1580,1419,1854,1012,1175,0,1134,1798,0
Mundo Novo,2017,1738,1681,1913,1127,1413,0,1100,2059,0
Mundo Novo,2018,1837,1836,1927,1204,1346,0,981,2367,0
Mundo Novo,2019,1879,1876,1968,1241,1535,0,821,2420,0
Mundo Novo,2020,1995,2167,1990,1311,1641,0,927,2295,0
Mutunópolis,2010,924,1018,781,545,0,0,1020,925,0
Mutunópolis,2011,1011,1162,794,690,545,0,537,932,0
Mutunópolis,2012,1188,1285,1140,737,970,0,679,1045,0
Mutunópolis,2013,1258,1429,1141,831,1099,0,760,824,0
Mutunópolis,2014,1368,1527,1350,847,243,0,1075,969,0
Mutunópolis,2015,1554,1784,1397,947,0,0,1072,1319,0
Mutunópolis,2016,1862,2289,1720,1065,0,0,929,1433,0
Mutunópolis,2017,2017,2469,1712,1140,0,0,924,1542,0
Mutunópolis,2018,2093,2440,1887,1081,3512,0,1137,1668,0
Mutunópolis,2019,2209,2641,1608,1148,0,0,1096,1565,0
Mutunópolis,2020,2059,2340,1793,1212,0,0,1045,1577,0
Nazário,2010,1035,1095,1212,719,536,0,1073,718,2670
Nazário,2011,1090,1114,1247,737,1350,0,1117,871,4127
Nazário,2012,1210,1342,1326,876,1582,0,1233,974,4956
Nazário,2013,1430,1675,1491,957,742,0,1479,887,3581
Nazário,2014,1374,1307,1526,974,944,0,1514,1039,0
Nazário,2015,1611,1471,2013,1101,1216,0,1741,1262,0
Nazário,2016,1751,1553,2065,1320,1547,0,1924,1193,0
Nazário,2017,1833,1472,2208,1308,1138,0,2137,1389,0
Nazário,2018,1941,1679,2288,1375,1103,0,2210,1413,0
Nazário,2019,2116,1839,2433,1277,1342,0,2431,1613,1873
Nazário,2020,2341,2312,2781,1203,1246,0,2568,1352,1746
Nerópolis,2010,1017,1487,713,791,681,0,1022,849,5074
Nerópolis,2011,1128,1628,1014,852,819,0,1102,1002,2805
Nerópolis,2012,1215,1676,928,928,887,0,1262,1162,3494
Nerópolis,2013,1281,1517,1056,1045,997,0,1315,1117,5480
Nerópolis,2014,1477,1916,1293,1163,1421,0,1457,1330,4895
Nerópolis,2015,1545,1929,1577,1235,1053,0,1510,1465,5429
Nerópolis,2016,1691,2376,1607,1356,1208,0,1627,1524,4959
Nerópolis,2017,1965,3273,1679,1436,1316,0,1772,1552,0
Nerópolis,2018,1814,2591,1686,1493,1227,0,1785,1544,1368
Nerópolis,2019,1921,3105,1474,1518,1484,0,1880,1710,1636
Nerópolis,2020,1835,2450,1458,1571,1767,0,1914,1623,1619
Niquelândia,2010,1458,1394,1148,756,1037,2549,2133,1045,4029
Niquelândia,2011,1630,1633,1270,811,1058,2735,2640,1058,4843
Niquelândia,2012,1727,1531,1498,952,1243,2950,2507,1253,5825
Niquelândia,2013,1912,2005,1618,1022,1600,3120,2914,1356,3599
Niquelândia,2014,2060,2190,1717,1153,1940,3322,3026,1470,13202
Niquelândia,2015,2145,2570,1746,1271,2104,3298,2990,1501,13381
Niquelândia,2016,2146,2829,2007,1320,1910,4120,3167,1574,12211
Niquelândia,2017,2101,2381,1738,1420,1843,3749,1230,1712,1312
Niquelândia,2018,2027,2588,1795,1428,1051,3664,3661,1794,0
Niquelândia,2019,2106,2758,2097,1432,1453,3580,3452,1742,0
Niquelândia,2020,1933,2857,2096,1472,995,3518,3518,1632,0
Nova América,2010,860,795,575,540,1735,0,514,1276,0
Nova América,2011,878,908,691,630,1578,0,839,825,0
Nova América,2012,919,952,805,645,762,0,933,767,0
Nova América,2013,914,924,866,825,0,0,848,846,0
Nova América,2014,1099,1139,857,1071,941,0,780,937,0
Nova América,2015,1216,1243,1011,1094,1140,0,985,1237,0
Nova América,2016,1355,1405,1098,1149,0,0,0,1401,0
Nova América,2017,1439,1474,1193,1189,0,0,0,1468,0
Nova América,2018,1403,1435,1221,1302,0,0,0,1441,0
Nova América,2019,1627,1798,1184,1409,0,0,0,1354,0
Nova América,2020,1646,1767,1190,1229,0,0,0,1636,0
Nova Aurora,2010,934,977,805,769,0,0,556,1855,0
Nova Aurora,2011,926,893,1022,765,0,0,642,1785,0
Nova Aurora,2012,1192,1194,1129,900,0,0,719,2980,0
Nova Aurora,2013,1324,1433,1224,954,1700,0,860,1593,0
Nova Aurora,2014,1408,1573,1223,920,1450,0,915,1601,0
Nova Aurora,2015,1582,1712,1397,1104,1533,0,1024,2204,0
Nova Aurora,2016,1668,1838,1545,1180,1533,0,997,1788,0
Nova Aurora,2017,1697,1875,1685,1110,1450,0,1026,1679,0
Nova Aurora,2018,1763,1904,1804,1254,0,0,1054,1722,0
Nova Aurora,2019,1860,2074,1821,1279,0,0,1243,1660,0
Nova Aurora,2020,1847,2217,1664,956,0,0,1175,1758,0
Nova Crixás,2010,1061,1144,1061,683,0,735,806,1279,2961
Nova Crixás,2011,1183,1280,1184,746,0,660,1066,1435,4014
Nova Crixás,2012,1355,1602,1316,883,1244,1561,876,1762,6926
Nova Crixás,2013,1458,1685,1451,954,1234,1550,859,1565,0
Nova Crixás,2014,1585,1907,1598,934,3531,1052,895,1453,0
Nova Crixás,2015,1826,2200,1798,1056,1550,1223,1047,2156,0
Nova Crixás,2016,2020,2500,2008,1220,2064,1292,1160,1957,0
Nova Crixás,2017,1950,2035,2053,1241,594,1612,1390,1875,1050
Nova Crixás,2018,1987,2201,2026,1364,0,0,1370,1909,1039
Nova Crixás,2019,2211,2503,2238,1433,831,2256,1421,2212,0
Nova Crixás,2020,2260,3342,2215,1294,656,2762,1230,2222,0
Nova Glória,2010,800,762,874,747,0,710,751,1001,0
Nova Glória,2011,911,890,1010,787,818,907,813,1118,0
Nova Glória,2012,1026,1017,1101,973,995,933,797,1131,0
Nova Glória,2013,1199,1193,1156,1012,1017,1017,1624,1242,0
Nova Glória,2014,1168,1120,1282,1070,869,1342,1301,1351,0
Nova Glória,2015,1340,1324,1547,1176,985,1799,1277,1487,0
Nova Glória,2016,1504,1577,1577,1317,1320,2425,1023,1627,0
Nova Glória,2017,1499,1537,1542,1328,0,3975,1617,1683,0
Nova Glória,2018,1494,1514,1567,1314,1000,4146,1363,1803,0
Nova Glória,2019,1591,1581,1630,1450,1000,2165,1490,1986,0
Nova Glória,2020,1684,1910,1759,1365,0,2259,1414,1828,0
Nova Iguaçu de Goiás,2010,819,830,763,661,0,1600,657,1138,0
Nova Iguaçu de Goiás,2011,886,905,810,712,0,0,749,1308,0
Nova Iguaçu de Goiás,2012,1193,1283,975,802,0,0,861,1233,0
Nova Iguaçu de Goiás,2013,1206,1250,1028,738,0,0,1075,1355,0
Nova Iguaçu de Goiás,2014,1334,1385,1195,1102,0,0,1073,1663,0
Nova Iguaçu de Goiás,2015,1431,1573,1201,954,850,0,376,1471,0
Nova Iguaçu de Goiás,2016,1535,1595,1423,1328,0,0,826,1646,0
Nova Iguaçu de Goiás,2017,1581,1643,1554,1337,0,0,956,1625,0
Nova Iguaçu de Goiás,2018,1699,1753,1663,1495,0,0,1072,2022,0
Nova Iguaçu de Goiás,2019,1789,1935,1678,1426,0,0,1147,1715,0
Nova Iguaçu de Goiás,2020,2036,2397,1711,1422,0,0,1082,1662,0
Nova Roma,2010,801,807,751,646,0,1392,0,1157,0
Nova Roma,2011,851,834,836,819,0,1514,0,1014,0
Nova Roma,2012,914,850,932,912,0,1640,0,1503,0
Nova Roma,2013,1035,1060,1029,1027,0,0,0,2335,0
Nova Roma,2014,1186,1183,1146,1112,0,865,0,2200,0
Nova Roma,2015,1274,1331,1171,1194,0,0,0,1409,0
Nova Roma,2016,1441,1494,1299,1407,0,2003,0,1603,0
Nova Roma,2017,1701,1866,1380,1304,0,3365,0,1542,0
Nova Roma,2018,1724,1710,1413,1197,0,3474,0,1564,0
Nova Roma,2019,1780,1765,1512,1263,0,2962,0,1539,0
Nova Roma,2020,1889,1815,1720,1174,0,3272,1045,1362,0
Nova Veneza,2010,1060,888,669,1326,1443,1475,772,954,6549
Nova Veneza,2011,1129,963,765,752,1725,1635,896,819,7645
Nova Veneza,2012,1183,1170,749,1001,1962,1950,924,969,10293
Nova Veneza,2013,1248,1251,1048,1033,1824,2098,1088,1074,11829
Nova Veneza,2014,1380,1357,1077,1023,2452,1931,1196,1199,3700
Nova Veneza,2015,1516,1519,1118,1169,2561,2130,1322,1436,9944
Nova Veneza,2016,1663,1910,1189,1327,2711,1589,1371,1431,16825
Nova Veneza,2017,1710,1537,1335,1360,2799,1804,1541,1558,0
Nova Veneza,2018,1973,1591,1542,1362,3382,1736,1792,1566,0
Nova Veneza,2019,2092,1877,1689,1411,3497,1655,1998,1732,0
Nova Veneza,2020,1899,1994,1847,1352,3761,2109,1572,1416,0
Novo Brasil,2010,647,652,711,707,510,0,564,719,0
Novo Brasil,2011,704,667,832,837,0,0,587,761,0
Novo Brasil,2012,714,663,943,948,0,0,643,1042,0
Novo Brasil,2013,838,796,1057,957,0,0,698,979,0
Novo Brasil,2014,932,876,1181,1107,0,0,740,1282,0
Novo Brasil,2015,1013,939,1297,1266,0,0,838,1280,0
Novo Brasil,2016,1112,1001,1410,1346,0,0,930,1497,0
Novo Brasil,2017,1194,1124,1397,1470,0,0,967,1447,0
Novo Brasil,2018,1383,1594,1419,1295,0,0,940,1399,0
Novo Brasil,2019,1550,1823,1491,1338,0,0,1000,1420,0
Novo Brasil,2020,1693,2086,1611,1523,0,1300,628,1536,0
Novo Gama,2010,1056,1352,601,783,754,0,676,885,3013
Novo Gama,2011,1148,1491,688,831,893,0,784,982,3286
Novo Gama,2012,1323,1821,682,978,1041,1211,742,1088,4385
Novo Gama,2013,1566,2227,834,1089,1109,1362,909,1229,3868
Novo Gama,2014,1683,2380,1113,1159,1104,0,973,1340,3925
Novo Gama,2015,1335,1068,1306,1233,1165,1476,937,1565,1247
Novo Gama,2016,1854,2577,1290,1334,1361,1701,1126,1581,1589
Novo Gama,2017,2106,3057,1349,1432,1200,1834,1203,1642,0
Novo Gama,2018,2151,3455,1343,1437,1377,1584,1270,1624,0
Novo Gama,2019,1957,3272,1460,1316,1443,1791,1327,1770,0
Novo Gama,2020,2330,6463,1492,1254,1258,1676,970,1594,0
Novo Planalto,2010,807,783,890,587,0,0,592,1248,0
Novo Planalto,2011,916,876,1033,731,0,0,666,1324,0
Novo Planalto,2012,993,905,1204,820,1540,0,752,1262,0
Novo Planalto,2013,1130,1089,1257,876,1251,0,723,1686,0
Novo Planalto,2014,1218,1150,1444,915,1167,0,890,1263,0
Novo Planalto,2015,1384,1363,1548,962,1195,0,925,1378,0
Novo Planalto,2016,1626,1589,1820,1218,1538,0,627,1517,0
Novo Planalto,2017,1770,1709,2020,1317,0,0,852,1726,0
Novo Planalto,2018,1807,1831,1939,1358,0,0,716,1611,0
Novo Planalto,2019,1898,1938,2040,1509,0,0,759,1558,0
Novo Planalto,2020,2090,2209,2163,1528,0,0,880,1703,0
Orizona,2010,884,1022,843,723,510,975,789,1016,4018
Orizona,2011,944,1125,906,800,545,1381,850,967,5624
Orizona,2012,1105,1446,1021,822,0,1497,998,1115,6996
Orizona,2013,1216,1454,1152,1030,0,1678,1093,1353,3398
Orizona,2014,1328,1548,1264,1152,724,2180,1103,1700,3700
Orizona,2015,1379,1634,1411,1249,788,2541,1004,1959,6231
Orizona,2016,1624,1873,1590,1413,1183,1649,1478,1980,8563
Orizona,2017,1596,1541,1724,1484,1243,2304,1490,1965,0
Orizona,2018,1728,2017,1756,1488,0,1771,1585,1856,0
Orizona,2019,1864,2494,1835,1545,0,2084,1585,2218,0
Orizona,2020,2176,4590,1979,1673,652,1951,1706,2112,0
Ouro Verde de Goiás,2010,841,958,840,659,561,0,652,703,0
Ouro Verde de Goiás,2011,898,1035,881,640,501,0,701,759,0
Ouro Verde de Goiás,2012,1084,1266,943,762,612,0,773,959,0
Ouro Verde de Goiás,2013,1173,1343,1115,833,509,0,846,1018,0
Ouro Verde de Goiás,2014,1355,1635,998,1019,761,0,933,1059,0
Ouro Verde de Goiás,2015,1525,1865,1274,1097,860,0,1017,1197,0
Ouro Verde de Goiás,2016,1678,2048,1411,1129,1022,0,1081,1322,0
Ouro Verde de Goiás,2017,1904,2325,1516,1250,937,0,1265,1439,0
Ouro Verde de Goiás,2018,1957,2388,1560,1207,0,0,1203,1359,0
Ouro Verde de Goiás,2019,2059,2428,1526,1223,0,0,1312,1851,0
Ouro Verde de Goiás,2020,1949,2251,1602,1277,0,0,1646,1476,0
Ouvidor,2010,1686,1396,787,1511,1344,0,2371,718,0
Ouvidor,2011,2471,1470,1335,787,1480,0,3397,796,0
Ouvidor,2012,3397,1601,1767,877,1537,5555,3236,1329,0
Ouvidor,2013,2336,1830,1066,900,1848,0,3246,1571,0
Ouvidor,2014,2568,2335,1219,986,2335,0,3537,1489,0
Ouvidor,2015,3645,2423,1229,1081,2982,0,4494,1768,0
Ouvidor,2016,3926,2645,1497,1148,3343,2140,4792,1804,0
Ouvidor,2017,3723,2774,1188,1231,3028,2528,4598,1531,0
Ouvidor,2018,4106,2961,1473,1320,2887,2724,5209,1666,1431
Ouvidor,2019,2530,3118,1709,1494,2972,2451,2666,1693,1431
Ouvidor,2020,2974,3395,1717,1572,3107,4938,2676,1924,1568
Padre Bernardo,2010,946,1097,793,689,679,1358,888,851,4012
Padre Bernardo,2011,1063,1212,881,803,1118,1504,910,1068,4640
Padre Bernardo,2012,1342,1621,1022,915,719,2006,1035,1479,4445
Padre Bernardo,2013,1443,1734,1173,973,1570,2236,940,1412,0
Padre Bernardo,2014,1546,1976,1215,1054,1822,2203,994,1431,0
Padre Bernardo,2015,1773,2458,1318,1130,2401,2490,1099,1558,0
Padre Bernardo,2016,1796,2299,1511,1239,2460,2468,1173,1731,2867
Padre Bernardo,2017,1902,2338,1619,1378,2392,2856,1206,1747,2743
Padre Bernardo,2018,1916,2497,1697,1378,1981,2475,996,1687,2536
Padre Bernardo,2019,2016,2585,1727,1502,1613,2494,1301,1755,2729
Padre Bernardo,2020,2393,3859,1898,1480,952,2880,1187,1536,3516
Palestina de Goiás,2010,843,882,804,652,0,0,618,1249,0
Palestina de Goiás,2011,929,996,857,706,0,0,705,1568,0
Palestina de Goiás,2012,1037,1019,970,936,741,0,622,1227,1496
Palestina de Goiás,2013,1773,2101,1082,1004,0,0,1356,1420,3754
Palestina de Goiás,2014,1462,1667,1217,1054,0,0,1448,1291,4285
Palestina de Goiás,2015,1655,2077,1350,1358,0,0,1313,1226,0
Palestina de Goiás,2016,1581,1634,1500,1251,0,1458,1643,1558,2886
Palestina de Goiás,2017,1764,1912,1595,1318,0,650,2095,1936,3579
Palestina de Goiás,2018,1860,2093,1606,1219,0,1324,1651,1810,3965
Palestina de Goiás,2019,1992,2287,1709,1350,0,998,1432,1684,3879
Palestina de Goiás,2020,2115,2406,1886,1293,0,0,1357,1779,4481
Palmeiras de Goiás,2010,984,1080,881,799,996,0,986,1071,4082
Palmeiras de Goiás,2011,1064,1231,914,901,1280,0,1044,1123,4610
Palmeiras de Goiás,2012,1232,1449,1066,1034,1229,0,1218,1276,5224
Palmeiras de Goiás,2013,1349,1613,1191,1147,1488,755,1302,1535,3142
Palmeiras de Goiás,2014,1430,1831,1296,1270,1601,0,1365,1502,3194
Palmeiras de Goiás,2015,1531,2180,1456,1321,1745,0,1405,1679,4715
Palmeiras de Goiás,2016,1669,2411,1529,1468,1701,0,1579,1723,5477
Palmeiras de Goiás,2017,1772,2411,1600,1596,1721,0,1671,1689,5068
Palmeiras de Goiás,2018,1809,2505,1663,1598,1671,0,1701,1754,4853
Palmeiras de Goiás,2019,1851,2702,1804,1566,1597,0,1725,1779,4682
Palmeiras de Goiás,2020,1944,3302,1873,1767,1562,0,1750,1680,7382
Palmelo,2010,777,798,665,580,0,0,848,963,0
Palmelo,2011,883,900,771,741,0,0,999,909,0
Palmelo,2012,1078,1142,791,760,0,0,1255,1437,0
Palmelo,2013,1034,1056,906,774,0,0,678,1662,0
Palmelo,2014,1052,1089,1004,836,0,0,724,1065,0
Palmelo,2015,1110,1148,1060,974,0,0,788,1062,0
Palmelo,2016,1409,1468,1258,1203,0,0,880,1427,0
Palmelo,2017,1553,1703,1312,1121,750,0,469,1151,0
Palmelo,2018,1596,1790,1298,1219,985,0,0,1038,0
Palmelo,2019,1643,1919,1230,1230,0,0,1030,1101,0
Palmelo,2020,1483,1738,1170,1338,1045,0,0,965,0
Palminópolis,2010,843,814,893,606,0,0,510,1112,0
Palminópolis,2011,872,843,970,929,0,0,750,897,0
Palminópolis,2012,1076,1076,1100,1184,0,0,818,1061,0
Palminópolis,2013,1050,896,1235,1358,0,0,862,1261,0
Palminópolis,2014,1219,1138,1258,1412,0,0,892,1174,0
Palminópolis,2015,1413,1480,1340,1450,0,0,1034,1437,0
Palminópolis,2016,1581,1690,1467,1665,0,0,948,1557,0
Palminópolis,2017,1742,1814,1539,1885,0,0,1418,1345,0
Palminópolis,2018,1894,2102,1634,2006,0,0,1249,1557,0
Palminópolis,2019,1925,2015,1789,1968,0,0,1811,1464,0
Palminópolis,2020,1961,1955,1940,2061,0,0,1843,1502,0
Panamá,2010,908,885,741,1093,0,1148,0,1173,0
Panamá,2011,1067,1052,811,1306,0,1591,0,1493,0
Panamá,2012,1212,1213,1047,1323,0,1808,0,1672,0
Panamá,2013,1307,1330,1213,1323,0,2380,0,1330,0
Panamá,2014,1549,1313,1445,1339,0,2425,0,2289,0
Panamá,2015,1605,1547,1504,1375,0,2828,0,1970,0
Panamá,2016,1637,1648,1697,1396,0,1958,0,1650,0
Panamá,2017,1738,1739,1737,1333,0,1891,0,2026,0
Panamá,2018,1821,1888,1835,1194,0,2308,2111,1866,0
Panamá,2019,2070,2367,1725,1194,0,2683,2216,1845,0
Panamá,2020,2278,2461,1830,1249,0,2613,2266,2790,0
Paranaiguara,2010,896,875,1012,781,925,0,862,875,6681
Paranaiguara,2011,946,967,997,857,1136,0,833,965,7189
Paranaiguara,2012,1077,1123,1100,996,985,0,881,1162,7173
Paranaiguara,2013,1118,1135,1162,1104,1256,0,946,1166,0
Paranaiguara,2014,1143,992,1365,1134,0,0,1139,1310,0
Paranaiguara,2015,1349,1340,1479,1254,0,0,1268,1442,0
Paranaiguara,2016,1503,1647,1579,1287,946,0,1432,1500,0
Paranaiguara,2017,1657,1783,1681,1407,937,0,1552,1670,0
Paranaiguara,2018,1768,1994,1692,1467,1245,0,1422,1808,0
Paranaiguara,2019,1954,2386,1719,1495,0,0,1590,1912,0
Paranaiguara,2020,1877,2450,1889,1490,223,0,1707,1429,0
Paraúna,2010,993,869,956,810,1426,0,1257,1367,5241
Paraúna,2011,1146,1266,1065,939,858,0,1377,1505,5865
Paraúna,2012,1312,1505,1234,1001,1371,0,1375,1818,10001
Paraúna,2013,1455,1890,1283,1270,889,0,1427,1828,9191
Paraúna,2014,1595,1799,1433,1340,2347,0,1572,2101,3694
Paraúna,2015,1715,2126,1574,1403,969,0,1739,2199,1363
Paraúna,2016,1975,3259,1720,1634,1632,0,1942,2033,5071
Paraúna,2017,1932,2116,1861,1711,1187,0,2108,1895,2957
Paraúna,2018,2031,2369,1943,1741,1294,0,2099,2019,2886
Paraúna,2019,2155,2543,2016,1901,1250,0,2135,2236,3573
Paraúna,2020,2186,3016,2043,2120,1278,0,2229,2084,3983
Perolândia,2010,1130,988,1248,767,0,1358,627,977,0
Perolândia,2011,1605,1141,1714,896,0,1610,695,1258,0
Perolândia,2012,2105,1464,1321,968,1100,1604,2417,1523,0
Perolândia,2013,2299,1660,1499,1160,1239,1770,2641,1444,0
Perolândia,2014,2522,1896,1588,1112,0,1874,3065,1857,0
Perolândia,2015,2739,2166,1702,1131,0,2013,3345,2166,0
Perolândia,2016,2884,2279,1941,1273,0,2797,3492,2346,0
Perolândia,2017,2644,1764,2014,1291,0,2998,3359,2677,0
Perolândia,2018,2739,2259,2012,1327,1815,2866,3250,2694,0
Perolândia,2019,2914,2663,2103,1639,0,2753,3317,2935,0
Perolândia,2020,3060,2385,2220,1670,0,3029,3630,2609,0
Petrolina de Goiás,2010,1057,773,681,591,2681,0,727,1064,3639
Petrolina de Goiás,2011,974,921,755,668,914,0,715,1566,4124
Petrolina de Goiás,2012,965,795,769,841,0,0,717,1621,6052
Petrolina de Goiás,2013,1138,1296,869,862,911,0,855,1499,3603
Petrolina de Goiás,2014,1181,1196,960,907,1423,0,903,1780,3648
Petrolina de Goiás,2015,1335,1504,979,975,1077,0,933,1915,0
Petrolina de Goiás,2016,1428,1564,1104,1113,1424,0,1009,2036,0
Petrolina de Goiás,2017,1527,1542,1142,1246,1795,0,1117,2279,0
Petrolina de Goiás,2018,1579,1717,1170,1239,2386,0,1224,2234,0
Petrolina de Goiás,2019,1606,1485,1201,1388,878,0,1228,2394,0
Petrolina de Goiás,2020,1658,1876,1226,1240,967,0,1385,1928,0
Pilar de Goiás,2010,771,783,689,574,1609,0,0,995,605
Pilar de Goiás,2011,1423,814,787,545,1269,3809,0,729,0
Pilar de Goiás,2012,2091,900,929,668,2661,3653,916,1057,0
Pilar de Goiás,2013,2564,1396,963,903,683,3578,1017,1015,0
Pilar de Goiás,2014,2596,1271,1089,949,2034,3531,1042,1079,0
Pilar de Goiás,2015,3050,1293,1146,1079,1333,4027,1160,979,0
Pilar de Goiás,2016,5481,1361,1292,1293,0,7844,1307,1912,0
Pilar de Goiás,2017,2965,1403,1333,751,0,3955,1277,1801,0
Pilar de Goiás,2018,2707,1471,1452,1918,0,3523,1254,1823,0
Pilar de Goiás,2019,3129,1633,1690,1475,0,4121,1425,1125,0
Pilar de Goiás,2020,2950,1413,1607,1346,0,4212,1342,1362,0
Piracanjuba,2010,1053,1326,835,932,921,804,1039,1151,4475
Piracanjuba,2011,1153,1475,905,987,879,942,1145,1260,5222
Piracanjuba,2012,1281,1641,1146,976,1218,833,1343,1390,4963
Piracanjuba,2013,1367,1599,1266,1084,1506,1237,1450,1480,3729
Piracanjuba,2014,1459,1706,1342,1170,1094,1366,1524,1639,4469
Piracanjuba,2015,1631,2006,1469,1295,1019,0,1663,1788,5209
Piracanjuba,2016,1817,2273,1463,1624,975,0,1799,1951,8039
Piracanjuba,2017,1954,2288,1555,1735,1296,1133,2241,2046,8781
Piracanjuba,2018,1959,2354,1625,1762,1556,1095,1882,2080,8944
Piracanjuba,2019,2029,2453,1737,1831,749,1019,1898,2098,8374
Piracanjuba,2020,2041,2783,1812,1810,1291,0,1692,1943,11096
Piranhas,2010,982,1126,817,719,0,1417,936,1064,5010
Piranhas,2011,1038,1212,903,758,545,1599,948,1187,4129
Piranhas,2012,1116,1603,1021,774,622,2939,313,1380,3944
Piranhas,2013,1430,1802,1189,1019,2271,1935,999,1614,3597
Piranhas,2014,1491,1761,1384,1128,3168,2042,1200,1823,3586
Piranhas,2015,1657,2284,1342,1270,1353,1942,1345,1917,5117
Piranhas,2016,1881,2676,1497,1377,1746,2153,1589,2141,8349
Piranhas,2017,1975,2661,1578,1501,1648,3260,1761,2168,0
Piranhas,2018,2026,2772,1666,1459,3366,2684,1770,2363,0
Piranhas,2019,2145,2960,1730,1576,5988,2740,2033,2454,0
Piranhas,2020,2182,2962,1940,1742,1802,2780,1961,2355,0
Pirenópolis,2010,864,1035,761,655,865,694,871,856,2581
Pirenópolis,2011,936,1128,789,714,986,774,983,909,3138
Pirenópolis,2012,1069,1223,943,803,1202,780,1142,1080,4247
Pirenópolis,2013,1180,1410,1003,864,1049,797,1275,1152,3359
Pirenópolis,2014,1344,1556,1096,1052,1307,1046,1334,1417,3622
Pirenópolis,2015,1433,1724,1179,1061,1447,1077,1029,1602,4814
Pirenópolis,2016,1546,1945,1317,1187,1841,1138,1151,1679,8380
Pirenópolis,2017,1640,1874,1413,1340,1515,1089,1631,1696,0
Pirenópolis,2018,1705,1852,1511,1351,2234,0,1678,1797,1320
Pirenópolis,2019,1761,2096,1445,1363,893,1165,2002,1826,1379
Pirenópolis,2020,1740,2364,1428,1338,1402,871,1829,1707,0
Pires do Rio,2010,888,1279,749,805,883,1005,762,895,6206
Pires do Rio,2011,955,1379,816,885,1322,1007,802,947,6026
Pires do Rio,2012,1092,1646,915,1070,1825,863,898,1033,7888
Pires do Rio,2013,1172,1712,1051,1187,847,898,975,1114,9269
Pires do Rio,2014,1331,2265,1112,1227,960,806,1153,1209,5983
Pires do Rio,2015,1400,2115,1263,1333,1236,929,1226,1369,6933
Pires do Rio,2016,1556,2351,1285,1486,1338,880,1407,1468,11366
